Seq,Inbred Line,Accession,Breeding program,Pop structure,Year Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,,,,,Ped_line
3928,TZMI721,PI635132,Nigeria,tropical,2004,TZMI101,TZMI501,0,0,INBRED,0,,,,,OH28_1
3929,TZMI722,PI635133,Nigeria,tropical,2004,TZMI101,TZMI501,0,0,INBRED,0,,,,,OH28_2
3930,TZMI723,PI635134,Nigeria,tropical,2004,TZMI101,TZMI501,0,0,INBRED,0,,,,,
3931,TZMI724,PI635135,Nigeria,tropical,2004,TZMI101,TZMI501,0,0,INBRED,0,,,,,OH17
3955,TZSTRI118,PI639942,Nigeria,tropical,2006,TZMI101,TZMI501,0,0,INBRED,0,,,,,OH51
3956,TZSTRI119,PI639943,Nigeria,tropical,2006,TZMI101,TZMI501,0,0,INBRED,0,,,,,OH51A_1
3957,TZSTRI120,PI639944,Nigeria,tropical,2006,TZMI101,TZMI501,0,0,INBRED,0,,,,,
3938,TZSTRI101,PI639925,Nigeria,tropical,2006,TZLCOMP1-W,TZLCOMP1-W,0,0,INBRED,0,,,,,H60_1
3939,TZSTRI102,PI639926,Nigeria,tropical,2006,TZLCOMP1-W,TZLCOMP1-W,0,0,INBRED,0,,,,,H60_2
3940,TZSTRI103,PI639927,Nigeria,tropical,2006,TZLCOMP1-W,TZLCOMP1-W,0,0,INBRED,0,,,,,
2451,Hi67,PI641249,Other,unclassified,0,TZi8,Hi67_4,0,0,INBRED,TZi8#5 *G103) BC4 S2 #5,,,,,LHE136_1
2450,Hi67_4,,,,,TZi8,Hi67_3,,,BC3,,,,,,LHE137_1
2449,Hi67_3,,,,,TZi8,Hi67_2,,,BC2,,,,,,LHE137
2448,Hi67_2,,,,,TZi8,Hi67_1,,,BC1,,,,,,LHE136
2447,Hi67_1,,,,,TZi8,G103,,,Breeding Cross,,,,,,LH1_1
2444,Hi66,PI641248,Other,unclassified,0,Tzi4,Hi66_4,0,0,INBRED,TZi4#2S1 *G103) BC4 S4 #3,,,,,
2443,Hi66_4,,,,,Tzi4,Hi66_3,,,BC3,,,,,,LH117
2442,Hi66_3,,,,,Tzi4,Hi66_2,,,BC2,,,,,,LH202_1
2441,Hi66_2,,,,,Tzi4,Hi66_1,,,BC1,,,,,,LH202_2
2440,Hi66_1,,,,,Tzi4,G103,,,Breeding Cross,,,,,,LH202_3
3701,SeparationfromTzi24,Ames25177,Other,tropical,0,Tzi24,0,0,0,INBRED,0,,,,,
3875,TZEEI9,PI641259,Nigeria,tropical,2006,TZEF-Y_SR,TZEEI9_1,0,0,INBRED,TZEF-Y SR BC1 X 9450 STR S6 INB 8A,,,,,IllinoisSynthetic
3874,TZEEI9_1,,,,,TZEF-Y_SR,9450STR,,,Breeding Cross,Breeding Cross,,,,,CB59G_1
3856,TZEEI1,PI641251,Nigeria,tropical,2006,TZEE-W_SR,TZEEI1_5,0,0,INBRED,0,,,,,CB59G
3863,TZEEI2,PI641252,Nigeria,tropical,2006,TZEE-W_SR,TZEEI1_5,0,0,INBRED,TZEE-W SR BC5 X 1368 STR S7 INB 40,,,,,L120
3866,TZEEI3,PI641253,Nigeria,tropical,2006,TZEE-W_SR,TZEEI1_5,0,0,INBRED,TZEE-W SR BC5 X 1368 STR S7 INB 76,,,,,LH38 
3868,TZEEI5,PI641255,Nigeria,tropical,2006,TZEE-W_SR,TZEEI1_5,0,0,INBRED,TZEE-W SR BC5 X 1368 STR S7 INB 85,,,,,W153R_1
3869,TZEEI6,PI641256,Nigeria,tropical,2006,TZEE-W_SR,TZEEI1_5,0,0,INBRED,TZEE-W SR BC5 X 1368 STR S7 INB 91,,,,,
3870,TZEEI7,PI641257,Nigeria,tropical,2006,TZEE-W_SR,TZEEI1_5,0,0,INBRED,TZEE-W SR BC5 X 1368 STR S6 INB 55A-1-2,,,,,LH52_1
3871,TZEEI8,PI641258,Nigeria,tropical,2006,TZEE-W_SR,TZEEI1_5,0,0,INBRED,TZEE-W SR BC5 X 1368 STR S6 INB 55B-1-2,,,,,LH52_2
3855,TZEEI1_5,,,,,TZEE-W_SR,TZEEI1_4,,,BC4,,,,,,LH57_1
3854,TZEEI1_4,,,,,TZEE-W_SR,TZEEI1_3,,,BC3,,,,,,LH53
3853,TZEEI1_3,,,,,TZEE-W_SR,TZEEI1_2,,,BC2,,,,,,LH59_1
3852,TZEEI1_2,,,,,TZEE-W_SR,TZEEI1_1,,,BC1,,,,,,
3851,TZEEI1_1,,,,,TZEE-W_SR,TZAR1368,,,Breeding Cross,,,,,,VA35_1
3865,TZEEI21,PI641266,Nigeria,tropical,2005,TZEE-W ,0,0,0,INBRED,TZEE-W Pop STR C0 S6 INB 35 2-3,,,,,
3858,TZEEI11,PI641260,Nigeria,tropical,2006,TZEE_W,LD,0,0,INBRED,TZEE-W Pop X LDS6 (Set A) INB 21,,,,,LH47_1
3859,TZEEI13,PI641261,Nigeria,tropical,2006,TZEE_W,LD,0,0,INBRED,TZEE-W Pop X LDS6 (Set A) INB 37,,,,,LH47 
3860,TZEEI14,PI641262,Nigeria,tropical,2006,TZEE_W,LD,0,0,INBRED,TZEE-W Pop X LDS6 (Set A) INB 26,,,,,LH55
3861,TZEEI16,PI641263,Nigeria,tropical,2006,TZEE_W,LD,0,0,INBRED,TZEE-W Pop X LDS6 (Set A) INB 27,,,,,ASA
3862,TZEEI17,PI641264,Nigeria,tropical,2006,TZEE_W,LD,0,0,INBRED,TZEE-W Pop X LDS6 (Set A) INB 41,,,,,LH61_1
3864,TZEEI20,PI641265,Nigeria,tropical,2006,TZEE_W,LD,0,0,INBRED,TZEE-W Pop X LDS6 (Set A) INB 44,,,,,LH61_2
3877,TZEI10,PI641070,Nigeria,tropical,2006,TZE_Y,TZE_Y,0,0,INBRED,TZEäóñY Pop STR INB152,,,,,LH18_1
3876,TZEI1,PI641061,Nigeria,tropical,0,TZE_WC0,TZE_WC0,0,0,INBRED,0,,,,,LH18
3949,TZSTRI112,PI639936,Nigeria,tropical,2006,TZE_COMP5,TZE_COMP5,0,0,INBRED,0,,,,,LH65_1
3950,TZSTRI113,PI639937,Nigeria,tropical,2006,TZE_COMP5,TZE_COMP5,0,0,INBRED,0,,,,,P3358
3951,TZSTRI114,PI639938,Nigeria,tropical,2006,TZE_COMP5,TZE_COMP5,0,0,INBRED,0,,,,,N22 
3952,TZSTRI115,PI639939,Nigeria,tropical,2006,TZE_COMP5,TZE_COMP5,0,0,INBRED,0,,,,,N22A
3953,TZSTRI116,PI639940,Nigeria,tropical,2006,TZE_COMP5,TZE_COMP5,0,0,INBRED,0,,,,,LH7_1
3954,TZSTRI117,PI639941,Nigeria,tropical,2006,TZE_COMP5,TZE_COMP5,0,0,INBRED,0,,,,,LH7 
3841,TZAR102,PI654049,Nigeria,tropical,2008,TZAR1368,MI82,0,0,INBRED,0,,,,,P3978
3842,TZAR103,PI654050,Nigeria,tropical,2008,TZAR1368,MI82,0,0,INBRED,0,,,,,LittleBriton
3839,TZAR101,PI654048,Nigeria,tropical,2008,TZAR1368,GT_MAS_gk,0,0,INBRED,0,TZAR101 was derived from a cross of involving a tropical inbred line with low aflatoxin production (1368) to a temperate aflatoxin resistant genotypes (GT-MAS:gk).,,,,LongfellowFlint
3037,NC262,PI531085,North Carolina,unclassified,1986,TZ,TZ,0,0,INBRED,0,,,,,GLAMOS
3032,NC258A,Ames28411,North Carolina,unclassified,0,TZ,NC258_3,0,0,INBRED,,,,,,LP5_1
3031,NC258,PI531084,North Carolina,unclassified,1986,TZ,NC258_3,0,0,INBRED,TZ (2) X [(NC248 X 246) X C103],,,,,E00MCOMP
3115,NC344,Ames27168,North Carolina,unclassified,1998,TZ,NC258_3,0,0,INBRED,NC344 is a sister line of NC258.,,,,,BPA
3030,NC258_3,,,,,TZ,NC258_2,,,Breeding Cross,,,,,,MDA-28
1076,AR258,PI561528,Other,unclassified,0,TZ,AR258_3,0,0,Inbred BC2 Selfed,TZ (2) X [(NC248 X 246) X C103],,,,,C103HT
1075,AR258_3,,,,,TZ,AR258_2,,,BC1,,,,,,Mo17-H
3799,Tx203,PI633728,Other,unclassified,2003,Tx802, Tx804,0,0,INBRED,0,,,,,400MCOMP
3822,Tx714,PI633840,Other,unclassified,2003,Tx714_4,B73,0,0,INBRED,K55/3*B73)-B-B-B)/B73,,,,,26-Jan
3821,Tx714_4,,,,,Tx714_3,B73,,,BC3, ,,,,,800M
3820,Tx714_3,,,,,Tx714_2,B73,,,BC2,,,,,,H4101
3819,Tx714_2,,,,,Tx714_1,B73,,,BC1,,,,,,MexicanJune
3811,Tx706,Ames23924,Other,unclassified,1997,Tx706_2,Tx602,0,0,INBRED,Tx61MxTx602)Tx602-Tx602,,,,,MidlandYellowDent
3810,Tx706_2,,,,,Tx706_1,Tx602,,,BC1,,,,,,MO18W_1
3809,Tx706_1,,,,,Tx61M,Tx602,,,Breeding Cross,,,,,,
3806,Tx29A,Ames22759,Other,unclassified,0,Tx61M,Tx235,0,0,INBRED,0,,,,, HillYellowDent
1080,AR272_1,,,,,Tx601D,AB28,,,INBRED,,,,,,NealPaymaster
1026,AR206,PI561517,Other,unclassified,0,Tx601,0,0,0,INBRED,Tx601 modified dwarf Selection,,,,,MS1334_1
2436,Hi65,PI641247,Other,unclassified,0,Tx601,0,0,0,INBRED,self out of Tx601 - Tx601 #4 S2 #3,,,,,
1040,Tx501br2,,,,,Tx501,0,,,INBRED,br2 version of Tx501,,,,,N196
1032,AR224,PI561520,Other,unclassified,0,Tx4804-2,Va35,0,0,INBRED, ,,,,,WeekleyImproved
1084,Tx441,NSL43597,Other,unclassified,0,Tx441_1,Tx132A,0,0,INBRED BC1 Selfed,[(Tx132A X Tx203) Tx132A],,,,,ILL.L
3832,Tx81,Ames22761,Other,unclassified,0,Tx441 ,166,0,0,INBRED,,,,,,OH07
3817,Tx71,Ames22760,Other,unclassified,0,Tx441,166,0,0,INBRED,Ky27xK55)x582),,,,,Oh3167B
3836,Tx817w,Ames22766,Other,unclassified,0,Tx29A,PoB68,0,0,INBRED,White version of Tx817,,,,,
3796,Tx202,PI633727,Other,unclassified,2003,Tx202_1,Tx202_2,0,0,INBRED,(NB611 x Valle 411) x (NB611 x Venezuela 733),,,,,OH545_1
3815,Tx441,,,,,Tx132A,Tx441_1,,,INBRED,[(Tx132A X Tx203) Tx132A],,,,,OH45A_1
1083,Tx441_1,,,,,Tx132A,Tx203,,,Breeding cross,,,,,,OH45A_2
3814,Tx441_1,,,,,Tx132A,Tx203,,,Breeding Cross,,,,,,OH45A_3
1055,AKh42_1,,,,,Tx127C,Tx132A,,,Breeding cross,,,,,,OH45A_4
3788,Tx114,PI633839,Other,unclassified,0,Tx114_2,B73,0,0,INBRED,K55/3*B73)-,,,,,OH45A
3787,Tx114_2,,,,,Tx114_1,B73,,,BC1,,,,,,OH545_2
3718,T163,PI550559,Other,unclassified,1986,TVRDW,TVRDW,0,0,INBRED,,,,,,OH545_3
2819,MR22TuxpenoS6,Ames30535,Other,landraces,0,Tuxpeno,Tuxpeno,0,0,0,0,,,,,OH45T4
1598,CML344,CML344,Mexico,tropical,0,Tuxpeno,0,0,0,INBRED,TS6Cl-F118-1.2-3-1.2-#-#-B-B,,,,,OH545_4
2769,Mp313E,PI539859,Other,unclassified,0,Tuxpan,Tuxpan,0,0,INBRED,0,,,,,OH545_5
2761,Mp715,PI614819,Other,unclassified,2001,Tuxpan,Tuxpan,0,0,0,0,,,,,OH565_6
3596,L97B,,,,,Tuxpan,Tuxpan,,,INBRED,LUS line L97 is out of Tuxpan,,,,,Oh545
160,L97,,,unclassified,0,Tuxpan,0,0,0,INBRED,0,,,,,OH11-6
,L97,,,,,Tuxpan,0,,,INBRED,,,,,,OriginalMidland1
3759,T270,PI631444,Other,unclassified,2002,TS1,TS1,0,0,INBRED,0, ,,,,OsterlandReidsYellowDent
3129,NC356,Ames27174,North Carolina,unclassified,1999,TROPHY,TROPHY,0,0,INBRED,Recurrent selection from an all-tropical hybrid synthetic TROPHY,,,,,ReidYellowDent(Palin)
3130,NC358,Ames27175,North Carolina,unclassified,1999,TROPHY,TROPHY,0,0,INBRED,0,,,,,PA70L
3755,T252,PI542952,Other,unclassified,0,TMDM,TMDM,0,0,INBRED,Composite of MDM resistant lines,,,,,PA884P_1
3757,T264,PI542953,Other,unclassified,0,TLLE,TLLE,0,0,INBRED,TLLE - C10,,,,,PA884P_2
82,R8,,,unclassified,0,TEXASSURECROPPER,TEXASSURECROPPER,0,0,INBRED,0,,,,,PA884P_3
,R8,,,,,TEXASSURECROPPER,TEXASSURECROPPER,,,INBRED,,,,,,
1916,F755-2-2-1S4INBREDTEKO,PI221797,South Africa,unclassified,0,TEKOYELLOW,0,0,0,0,0,,,,,PA884P_4
2786,Mp711,PI596628,Other,unclassified,1996,Tebeau,Tebeau,0,0,INBRED,0,,,,,PA884P_5
2787,Mp712,PI596629,Other,unclassified,1996,Tebeau,Tebeau,0,0,INBRED,0,,,,,PA884P_6
799,A405,,,,,TaosVI,TaosVI,,,,,,,,,PA884P
3999,Va60,Ames19017,Other,unclassified,0,T8,C103,0,0,INBRED,0,,,,,PB80_2
3653,SC84,PI542941,Other,unclassified,0,T61_Fla2,LathamsDouble,0,0,INBRED,T61-Fla 2 X Lathams Double,,,,,PB80_3
3652,T61_Fla2,,,,,T61 ,0,,,INBRED,,,,,,PB80_4
3769,T61w.c.,Ames22758,Other,unclassified,0,T61,T61WC_6,0,0,INBRED,(T61 X Snelling Stiff Stalk) T61 (6)],,,,,PB80_5
3768,T61WC_6,,,,,T61,T61WC_5,,,BC5,,,,,,PB80_6
3767,T61WC_5,,,,,T61,T61WC_4,,,BC4,,,,,,PB80_7
3766,T61WC_4,,,,,T61,T61WC_3,,,BC3,,,,,,PerkinsYellowDent
3765,T61WC_3,,,,,T61,T61WC_2,,,BC2,,,,,,G3RZ1
3764,T61WC_2,,,,,T61,T61WC_1,,,BC1,,,,,,G3BD2
3763,T61WC_1,,,,,T61,SnellingStiffStalk,,,Breeding Cross,,,,,,I207
1937,GA203,PI550574,Other,unclassified,0,T61,NC37,0,0,INBRED, ,,,,,H7FS6
1938,GA209,Ames10248,Other,unclassified,0,T61,NC37,0,0,INBRED, ,,,,,PHGB4
3739,T220,PI550519,Other,unclassified,1966,T61,HillsYellowDent,0,0,INBRED,T61 x Hills Yellow Dent,,,,,A33GB4
2770,Mp339,PI543916,Other,unclassified,1,T61, HillYellowDent,2,2,PARENTAL CROSS,0,,,,,PHCB4
,MP339,,,,,T61, HillYellowDent,2,2,PARENTAL CROSS,,,,,,PH848
1934,GA152,Ames10247,Other,unclassified,0,T369,CI21,0,0,0,0,,,,,PH891
1007,Ab610,PI542938,Other,unclassified,0,T232,T232,0,0,INBRED,T232 self,,,,,PH814
3720,T165,PI511804,Other,unclassified,1987,T232,T165_1,0,0,INBRED,T232//T232/Ga209,,,,,PH595
3760,T272_1,,,,,T232,Mp339,,,Breeding Cross,,,,,,PH806
3719,T165_1,,,,,T232,GA209,,,Breeding Cross,,,,,,PHB97
3745,T226,PI550521,Other,unclassified,1961,T226_1,RB893,0,0,INBRED,0,,,,,PHB09
1048,T204,,,,,T204_1,FloridaLaguna916,,,INBRED,[E X L (selfs from Wf9 X Oh51A)] X Florida Laguna916,,,,,PHB36
2988,NC232,Ames12732,North Carolina,unclassified,0,T204,NC232_2,0,0,INBRED,[(T204 XLow Ear outcross) T204 (2)],,,,,PHBAC26
2987,NC232_2,,,,,T204,NC232_1,,,BC1,,,,,,PH070
1049,NC232_1,,,,1961,T204,LEoutcross,,,Breeding cross,,,,,,PHAC54
1077,T204D,,,,,T204,0,,,INBRED,Version of Tennessee line T204,,,,,
2986,NC232_1,,,,,T204,0,,,Breeding Cross,,,,,,
3604,SC212M,NSL53086,Other,unclassified,0,T202,GT112,0,0,INBRED,T202 X GT112,,,,,AB70
2704,Mo312ae,NSL67797,Missouri,unclassified,0,T202,0,0,0,INBRED,T202 ae conversion,,,,,PHAC34
3731,T173,PI613179,Other,unclassified,2000,T173_3,T173_5,0,0,INBRED,{[((Mo17/Ga209//Mo17)-F2/Mo17)-S3] / [(Mo17/Mp339//Mo17)-S3]}-,,,,,PHG93H
3737,T179,Ames30480,Other,unclassified,2010,T173_3,Cr1_172,0,0,INBRED,T173/Cr1-172,,,,,PHK42_1
3725,T171,PI548783,Other,unclassified,1991,T171_1,B73,0,0,INBRED,0,,,,,PHAD18
3732,T175,PI638594,Other,unclassified,2005,T167,T173,0,0,INBRED,T167/T173-F2-S7,,,,,PHB02
3622,SC333,NSL53098,Other,unclassified,0,T115,White Tuxpan,0,0,INBRED,T115 X White Tuxpan,,,,,PHG97
3742,T224,PI550520,Other,unclassified,1966,T115,T224_2,0,0,INBRED,[T115 X (I205xL289)]/T115,,,,,PHR33
3741,T224_2,,,,,T115,T224_1,,,Breeding Cross,,,,,,PHB81
3752,T234,Ames27190,Other,unclassified,0,T111,T234_5,0,0,INBRED,[T111 X (RB.L X Ill.A)] T111 (4),,,,,PHG69
3751,T234_5,,,,,T111,T234_4,,,BC3,,,,,,PHG70
3750,T234_4,,,,,T111,T234_3,,,BC2,,,,,,PH157
3749,T234_3,,,,,T111,T234_2,,,BC1,,,,,,PH041HT
3748,T234_2,,,,,T111,T234_1,,,Breeding Cross,,,,,,CM11
1043,T204_1,,,,,T101_E,T101_L,,,Breeding cross,,,,,,PHB60
3709,T101_1,,,,,T101_E,T101_L,,,Breeding Cross,,,,,,PHHD38
3710,T101,PI550515,Other,unclassified,1961,T101_1,FloridaLaguna916,0,0,INBRED,[E X L (selfs from Wf9 X Oh51A)] X Florida Laguna916,,,,,PHG44
3738,T204,PI542948,Other,unclassified,1961,T101_1,FloridaLaguna916,0,0,INBRED,0,,,,,PHAT2
2254,H121,Ames26804,Indiana,unclassified,0,Synthetic HCBSA,0,0,0,INBRED,HDSSS(FG)C1 and HDSCB(FG)C1 were developed by crossing unreleased inbred lines selected for hard endosperm kernels with the synthetic populations BSSS(R)C11 and BSCB1(R)C11,,,,,PHEJ8
586,90301,PI561613,Other,tropical,0,SynB1,87037,0,0,0,0,,,,,PHB83
587,90313,PI561614,Other,tropical,0,SynB1,87037,0,0,0,0,,,,,PHB82
3962,TZSTRI125,PI639949,Nigeria,tropical,2006,SynB1,87036,0,0,INBRED,0,,,,,PHG61
585,90263,PI561610,Other,tropical,0,SynA1,87036,0,0,0,0,,,,,PHR36_1
581,90183,PI561605,Other,tropical,0,SynA1,87014,0,0,0,0,,,,,PHR36_2
582,90188,PI561606,Other,tropical,0,SynA1,87014,0,0,0,0,,,,,PHR36_3
583,90204,PI561607,Other,tropical,0,SynA1,87014,0,0,0,0,,,,,PHR36_4
584,90220,PI561609,Other,tropical,0,SynA1,87014,0,0,0,0,,,,,PHB49
577,90143,PI561601,Other,tropical,0,SynA1,87004,0,0,0,0,,,,,PHHD12
578,90147,PI561602,Other,tropical,0,SynA1,87004,0,0,0,0,,,,,PHV80
579,90156,PI561603,Other,tropical,0,SynA1,87004,0,0,0,0,,,,,PHW94
580,90176,PI561604,Other,tropical,0,SynA1,87004,0,0,0,0,,,,,PHG21
2536,Ki43,Ames27126,Thailand,tropical,0,Suwan3,Suwan3,0,0,INBRED,0,,,,,PHG41
2531,Ki11,Ames27124,Thailand,tropical,0,Suwan1,Suwan1,0,0,INBRED,0,,,,,PHG27
2535,Ki3,Ames27123,Thailand,tropical,0,Suwan1,Suwan1,0,0,INBRED,0,,,,,PH031
2540,KUI2007,Ames27128,Thailand,tropical,0,Suwan1,Suwan1,0,0,INBRED,Suwan 1; DeKalb version of Ki3,,,,,PH555
2541,KUI2021,Ames27129,Thailand,tropical,0,Suwan1,Suwan1,0,0,INBRED,0,,,,,B09_EARLYB37
1499,CML223,CML223,Mexico,tropical,0,SUWAN1,0,0,0,INBRED,EV88SUWAN1Œ‡SR(BC5)-3-1-2-b-b,,,,,PHZAP4CB
1500,CML224,CML224,Mexico,tropical,0,SUWAN1,0,0,0,INBRED,EV88SUWNAN1.SR(BC6)-20-1-2-b-b,,,,,PHG42
1501,CML225,CML225,Mexico,tropical,0,SUWAN1,0,0,0,INBRED,EV88SUWAN1Œ‡SR(BC5)-62Œ‡1Œ‡1Œ‡b-b,,,,,PHG48
1502,CML226,CML226,Mexico,tropical,0,SUWAN1,0,0,0,INBRED,EV88SUWAN1-5R(BC5}-78-1-1-b-b,,,,,PH801
1503,CML227,CML227,Mexico,tropical,0,SUWAN1,0,0,0,INBRED,EV88SUWAN1-SR(BC5)-118-1-1-b-b,,,,,PH1D11
1504,CML228,Ames27088,Mexico,tropical,0,SUWAN1,0,0,0,INBRED,EV88SUWAN1-SR(BC5)-201-1-1-b-b,,,,,PHW17_1
1505,CML229,CML229,Mexico,tropical,0,SUWAN1,0,0,0,INBRED,EV88SUWAN'-SR(BC5)-293-1-1-b-b,,,,,PH051
1675,CML481,CML481,Mexico,tropical,0,Suwan1,0,0,0,INBRED,SW1(S)C11-14-1-3-3-B*4,Suwan1,,,,PHW17_2
2375,Hi42,PI641224,Other,unclassified,0,Suwan1,0,0,0,INBRED,Suwan1C7 S4 #6 S2 #2,,,,,PHB76
2376,Hi43,PI641225,Other,unclassified,0,Suwan1,0,0,0,INBRED,Suwan1C7 S4 #6 S3 #3 S1 #1,,,,,PHW20_1
1651,p145,,,,,Suwan1,,,,Population,,,,,,PHDF2
2377,Ki14,,,,,Suwan1,,,,INBRED,Suwan 1(S) C4 ,,,,,PH861
3466,R-17INBR.FR.SUPERGOLD,PI340853,Other,unclassified,0,Supergold,Supergold,0,0,INBRED,0,,,,,PHT90
3469,R-18INBR.FR.SUPERGOLD,PI340856,Other,unclassified,0,Supergold,Supergold,0,0,INBRED,0,,,,,PH841
3948,TZSTRI111,PI639935,Nigeria,tropical,2006,STR _SYN-W,STR_SYN-Y,0,0,INBRED,0,,,,,Pickett(Dickersonstrain)
2746,N72,,,,,StCharlesWhite,StCharlesWhite,,,INBRED,,,,,,PolarDent
,TZMI501,,,,,SR52,TZSR,,,INBRED,IITA,TZMI501 was developed from a cross between a commercial hybrid from Zimbabwe (SR52) and an IITA population (TZSR).,,,,PrideofSaline
1681,CML487,CML487,Mexico,tropical,0,SPMAT/P500,0,0,0,INBRED,90|SPMATc4/P500(SELY)|#-B-54-4-B-B-B,,,,,PrideoftheNorth
1623,CML377,CML377,Mexico,tropical,0,SPMAT,Pop600,0,0,INBRED,89[SPMAT/P600)3-84-4-B*8,,,,,SnellingCornBorerSynthetic
3141,NC44,Ames30862,North Carolina,unclassified,0,SouthernBeauty,SouthernBeauty,0,0,INBRED,0,,,,,51E
3618,SC301D,NSL68245,Other,unclassified,0,SouthCarolinaComposite,SouthCarolinaComposite,0,0,INBRED,South Carolina Composite,,,,,CH539-9
3628,SC353,NSL53093,Other,unclassified,0,SouthCarolinaComposite,SouthCarolinaComposite,0,0,INBRED,South Carolina Composite,,,,,S8324_1
3633,SC375,NSL53096,Other,unclassified,0,SouthCarolinaComposite,SouthCarolinaComposite,0,0,INBRED,South Carolina Composite,,,,,S8324_2
2529,SA2,,,,,SouthAmericanYellowVar,0,,,Open Pollinated Variety,,,,,,S8324_3
3447,R105,NSL242483,Illinois,unclassified,0,SnellingCornBorerSynthetic,SnellingCornBorerSynthetic,0,0,INBRED,0,,,,,S8326_1
3448,R109B,NSL242484,Illinois,unclassified,0,SnellingCornBorerSynthetic,SnellingCornBorerSynthetic,0,0,INBRED,0,,,,,S8326_2
3468,R181B,NSL30896,Illinois,unclassified,0,SnellingCornBorerSynthetic,SnellingCornBorerSynthetic,0,0,INBRED,0,,,,,S8326_3
3539,R71,NSL30872,Illinois,unclassified,0,SnellingCornBorerSynthetic,SnellingCornBorerSynthetic,0,0,INBRED,0,,,,,Sallu-yah(Cherokee)
3465,R177,NSL30894,Illinois,unclassified,1,SnellingCornBorerSynthetic,SnellingCornBorerSynthetic,2,5,INBRED,0,,,,,GT112_1
3446,R103,NSL30879,Illinois,unclassified,1960,SnellingCornBorerSynthetic,SnellingCornBorerSynthetic,0,0,INBRED,0,,,,,
3459,R154,NSL30888,Illinois,unclassified,1960,SnellingCornBorerSynthetic,SnellingCornBorerSynthetic,0,0,INBRED,0,,,,,SC213_1
3467,R181,NSL30895,Illinois,unclassified,1960,SnellingCornBorerSynthetic,SnellingCornBorerSynthetic,0,0,INBRED,0,,,,,
,R177,,,,,SnellingCornBorerSynthetic,SnellingCornBorerSynthetic,2,5,INBRED,,,,,,Shoepeg
3540,R74,NSL30873,Illinois,unclassified,0,Snelling Corn Borer Synthetic,Snelling Corn Borer Synthetic,0,0,INBRED,0,,,,,TENNESSEEREDCOB
1913,F44,NSL22893,Other,unclassified,1957,SmithOPV,0,0,0,0,0,,,,,WHITEDENT
1046,Fla4_32,,,,,Smith,Smith,,,INBRED,,,,,,WhiteSurecropper
1632,CML387,CML387,Mexico,tropical,0,SM609,0,0,0,INBRED,(EV7992#/EV8449-SR)C1 F2-334-I(OSU8i)-1-1-B-B-3-B*4,,,,,WOODSDIXIE
1633,CML388,CML388,Mexico,tropical,0,SM609,0,0,0,INBRED,(EV7992#/EV8449-SR)C 1F2-334-I(OSU9i)-8-2(1)-B-1-2-B*4,,,,,WoosterClarage
1634,CML389,CML389,Mexico,tropical,0,SM609,0,0,0,INBRED,(EV7992#/EV8449-SR)C1F2-334-1(OSU9i)-8-6(I)-B-B-3-B*4,,,,,YellowNealPaymaster
1624,CML378,CML378,Mexico,tropical,0,SLWHG_B,0,0,0,INBRED,S1LWHG-BF45-3-1-1-B-2-B-B,,,,,YellowSurecropper
1622,CML376,Ames30861,Mexico,tropical,0,SLWHG_A,0,0,0,INBRED,SLWHG-AF118-2-1-1-B-1-B-1-B-B,,,,,MexicianDeepKernel
1674,CML480,CML480,Mexico,tropical,0,Sin-amTSR,0,0,0,INBRED,SinAmTSRC2-88-2-2-B*8,,,,,A635X
9,4_29,,,unclassified,0,SilverKing,SilverKing,0,0,INBRED,0,,,,,B37HT
731,29-Jun,,,,,SilverKing,SilverKing,,,INBRED,,,,,,GOLDENQUEEN
770,C1 ,,Minnesota,,,SilverKing,SilverKing,,,INBRED,,,,,,VA29
,4_29,,,,,SilverKing,SilverKing,,,INBRED,,,,,,VA59_1
2817,MR20ShoePegS7,Ames30534,Other,landraces,0,ShoePeg,ShoePeg,0,0,0,0,,,,,VA59_2
502,42,PI233312,South Dakota,Ysweet corn,0,Selection from P-39,0,0,0,0,0,,,,,VA59_3
3675,SD41,PI606769,Other,unclassified,1985,SDp309,W64A,0,0,INBRED,0,,,,,VA59_4
3681,SD44,PI524969,Other,unclassified,1988,SDp309,SD30,0,0,INBRED,0,,,,,
3665,SDp316W,,,,,SDp236,K63,,,INBRED,SDp236 X K63,,,,,C123HT
3674,SDp309,,,,,SDp236,K63,,,INBRED,SDp236 X K63,,,,,RB14HTA_1
3677,SD42,PI508277,Other,unclassified,1987,SDP232,H96,0,0,INBRED,0,,,,,RB14HTA_2
3696,SD69,PI538239,Other,unclassified,1990,SD69_1,SDp316W,0,0,INBRED,0,,,,,RB14HTA_3
3694,SD65,PI538238,Other,unclassified,1990,SD65_1,SDp316W,0,0,INBRED,0,,,,,RB14HTA_4
3692,SD63,PI538237,Other,unclassified,1990,SD63_1,SDp316W,0,0,INBRED,0,,,,,RB14HTA_5
3690,SD60,PI538236,Other,unclassified,1990,SD60_1,SDp316W,0,0,INBRED,0,,,,,RB14HTA
3688,SD59,PI538231,Other,unclassified,1990,SD59_1,SDp316W,0,0,INBRED,0,,,,,RB14HTB_1
3686,SD57,PI538235,Other,unclassified,1990,SD57_1,SDp316W,0,0,INBRED,0,,,,,RB14HTB_2
3684,SD53,PI538229,Other,unclassified,1990,SD53_1,SDp316W,0,0,INBRED,0,,,,,RB14HTB_3
