"","taxon","genus","species","spauthor","subtaxa","subtauthor","cropname","avail","instcode","accenumb","acckey","collnumb","collcode","taxno","accename","acqdate","origcty","collsite","latitude","longitude","elevation","colldate","bredcode","sampstat","ancest","collsrc","donorcode","donornumb","othernumb","duplsite","storage","latdec","longdec","remarks","history","released","Accesion.N","references","paper","date","Inbred.line","N.GBS.samples","N.Plants","Avg..IBS","X..missing","Breeding.program","Pop.structure","Year","Registration.","Source"
"49","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12737",1061339,"",NA,311987,"NC242","19890424","","","","",NA,"",NA,400,"",40,NA,"",":NC242;USA126:Ames 12737","","10",NA,NA,"","DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University","","Ames12737","Accession was donated. 24-Apr-1989. North Carolina, United States Goodman, M., North Carolina State University.
","n","1989","NC242",1,1,NA,0.69,"North Carolina","unclassified",NA,NA,NA
"50","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12738",1061340,"",NA,311987,"NC244","19890424","","","","",NA,"",NA,400,"",40,NA,"",":NC244;USA126:Ames 12738","","10",NA,NA,"","DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University","","Ames12738","Accession was donated. 24-Apr-1989. North Carolina, United States Goodman, M., North Carolina State University.
","n","1989","NC244",1,1,NA,0.54,"North Carolina","unclassified",NA,NA,NA
"51","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12739",1061347,"",NA,311987,"NC246","19890424","","","","",NA,"",NA,400,"",40,NA,"",":NC246;USA126:Ames 12739;:Goodman 41(83)","","10",NA,NA,"","DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University","","Ames12739","Accession was donated. 24-Apr-1989. North Carolina, United States Goodman, M., North Carolina State University.
","n","1989","NC246",1,1,NA,0.69,"North Carolina","unclassified",NA,NA,NA
"52","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12740",1061348,"",NA,311987,"NC248","19890424","","","","",NA,"",NA,400,"",40,NA,"",":NC248;USA126:Ames 12740;:Goodman 41(83)","","10",NA,NA,"","DEVELOPED   North Carolina, United States by North Carolina State University. DONATED  04/24/1989 North Carolina, United States by Goodman, M., North Carolina State University","","Ames12740","Accession was donated. 24-Apr-1989. North Carolina, United States Goodman, M., North Carolina State University.
","n","1989","NC248",1,1,NA,0.64,"North Carolina","unclassified",NA,NA,NA
"53","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12814",1061548,"",NA,311987,"89S4083","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4083",":89S4083;USA126:Ames 12814","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12814","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4083",1,1,NA,0.69,"Other","unclassified",NA,NA,NA
"54","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","Ames 12815",1061556,"",NA,311987,"89S4098","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4098",":89S4098;USA126:Ames 12815","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12815","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4098",1,1,NA,0.58,"Other","unclassified",NA,NA,NA
"55","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12816",1061557,"",NA,311987,"89S4107","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4107",":89S4107;USA126:Ames 12816","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12816","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4107",1,1,NA,0.86,"Other","unclassified",NA,NA,NA
"56","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12817",1061564,"",NA,311987,"89S4110","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4110",":89S4110;USA126:Ames 12817","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12817","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4110",2,2,0.997,0.62,"Other","unclassified",NA,NA,NA
"57","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12818",1061565,"",NA,311987,"89S4117","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4117",":89S4117;USA126:Ames 12818","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12818","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4117",2,2,0.993,0.43,"Other","unclassified",NA,NA,NA
"58","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12819",1061571,"",NA,311987,"89S4125","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4125",":89S4125;USA126:Ames 12819","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12819","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4125",1,1,NA,0.7,"Other","unclassified",NA,NA,NA
"59","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12820",1061572,"",NA,311987,"89S4127","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4127",":89S4127;USA126:Ames 12820","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12820","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4127",1,1,NA,0.64,"Other","unclassified",NA,NA,NA
"60","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12821",1061577,"",NA,311987,"89S4145","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4145",":89S4145;USA126:Ames 12821","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12821","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4145",1,1,NA,0.78,"Other","unclassified",NA,NA,NA
"61","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12822",1061578,"",NA,311987,"89S4154","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4154",":89S4154;USA126:Ames 12822","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12822","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4154",1,1,NA,0.58,"Other","unclassified",NA,NA,NA
"62","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12823",1061585,"",NA,311987,"89S4157","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4157",":89S4157;USA126:Ames 12823","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12823","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4157",1,1,NA,0.7,"Other","unclassified",NA,NA,NA
"63","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 12824",1061586,"",NA,311987,"89S4190","19900220","","","","",NA,"",NA,400,"",40,NA,"89S4190",":89S4190;USA126:Ames 12824","","10",NA,NA,"","DEVELOPED   Nebraska, United States by Hoegemeyer Hybrids, Inc.. DONATED  02/20/1990 Nebraska, United States by Hoegemeyer, T., Hoegemeyer Hybrids","","Ames12824","Accession was donated. 20-Feb-1990. Nebraska, United States. Hoegemeyer, T., Hoegemeyer Hybrids.","n","1990","89S4190",1,1,NA,0.59,"Other","unclassified",NA,NA,NA
"64","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 14111",1065990,"",NA,311987,"T202","19900530","","","","",NA,"",NA,400,"",40,NA,"",":T202;USA126:Ames 14111;:id=68912","","10",NA,NA,"","DEVELOPED   Tennessee, United States by. DONATED  05/30/1990 Tennessee, United States by West, D., University of Tennessee","","Ames14111","","","","T202",2,2,0.998,0.58,"Other","unclassified",NA,NA,NA
"65","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 14112",1065999,"",NA,311987,"Va3A","19900530","","","","",NA,"",NA,400,"",40,NA,"",":Va3A;USA126:Ames 14112","USA005","10",NA,NA,"","DEVELOPED   Virginia, United States by. DONATED  05/30/1990 Tennessee, United States by West, D., University of Tennessee","","Ames14112","","","","Va3A",1,1,NA,0.7,"Other","unclassified",NA,NA,NA
"66","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 14113",1066000,"",NA,311987,"Va12C","19900530","","","","",NA,"",NA,400,"",40,NA,"",":Va12C;USA126:Ames 14113","","10",NA,NA,"","DEVELOPED   Virginia, United States by. DONATED  05/30/1990 Tennessee, United States by West, D., University of Tennessee","","Ames14113","","","","Va12C",2,2,0.997,0.52,"Other","unclassified",NA,NA,NA
"67","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 14114",1066008,"",NA,311987,"Va14A","19900530","","","","",NA,"",NA,400,"",40,NA,"",":Va14A;USA126:Ames 14114;:id=72075","USA005","10",NA,NA,"","DEVELOPED   Virginia, United States by. DONATED  05/30/1990 Tennessee, United States by West, D., University of Tennessee","","Ames14114","","","","Va14A",1,1,NA,0.67,"Other","unclassified",NA,NA,NA
"68","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 14115",1066009,"",NA,311987,"Va35C","19900530","","","","",NA,"",NA,400,"",40,NA,"",":Va35C;USA126:Ames 14115","USA005","10",NA,NA,"","DEVELOPED   Virginia, United States by. DONATED  05/30/1990 Tennessee, United States by West, D., University of Tennessee","","Ames14115","","","","Va35C",1,1,NA,0.57,"Other","non-stiff stalk",NA,NA,NA
"69","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 14116",1066018,"",NA,311987,"Va36A","19900530","","","","",NA,"",NA,400,"",40,NA,"",":Va36A;USA126:Ames 14116","USA005","10",NA,NA,"","DEVELOPED   Virginia, United States by. DONATED  05/30/1990 Tennessee, United States by West, D., University of Tennessee","","Ames14116","","","","Va36A",1,1,NA,0.64,"Other","non-stiff stalk",NA,NA,NA
"70","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 14211",1066466,"",NA,311987,"EAST 028 WHITE COB","19900831","CHN","","","",NA,"",NA,300,"Separation from Ames 2330 - EAST 028.",20,NA,"",":EAST 028 WHITE COB;USA126:Ames 14211;:Separation from Ames 2330","","10",NA,NA,"White cob separation from Ames 2330 - EAST 028.","COLLECTED   China by. DONATED  08/31/1990  by","","Ames14211","","","","EAST028WHITECOB",1,1,NA,0.47,"China","unclassified",NA,NA,NA
"71","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 14408",1067304,"",NA,311987,"KS2","19901029","","","","",NA,"",NA,400,"",40,NA,"",":KS2;USA126:Ames 14408","","10",NA,NA,"Do not PI. Use as Check only until CIMMYT clears. M. Millard","DEVELOPED   Mexico, Mexico by Lee, M., Iowa State University; International Maize & Wheat Improvement Center. DONATED  10/29/1990 Mexico, Mexico by International Maize & Wheat Improvement Center","","Ames14408","","","","KS2",1,1,NA,0.43,"Other","tropical",NA,NA,NA
"72","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 18999",1082219,"",NA,311987,"Ab28A","19920227","","","","",NA,"",NA,400,"",40,NA,"",":Ab28A;USA126:Ames 18999;:id=70215;:2495-2/01","USA005","10",NA,NA,"","DEVELOPED   Alabama, United States by. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames18999","","","","Ab28A",4,3,0.997,0.3,"Other","unclassified",NA,NA,NA
"73","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19000",1082220,"",NA,311987,"VaW6","19920227","","","","",NA,"",NA,400,"",40,NA,"",":VaW6;USA126:Ames 19000;:710-2/99","USA005","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19000","","","","VaW6",6,5,0.993,0.32,"Other","unclassified",NA,NA,NA
"74","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19001",1082221,"",NA,311987,"Va16","19920227","","","","",NA,"",NA,400,"",40,NA,"",":Va16;USA126:Ames 19001","","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19001","","","","Va16",1,1,NA,0.45,"Other","unclassified",NA,NA,NA
"75","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19002",1082222,"",NA,311987,"Va17","19920227","","","","",NA,"",NA,400,"WF9 x T8",40,NA,"",":Va17;USA126:Ames 19002;:id=47949;:697-2/99","USA005","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19002","","","","Va17",4,3,0.998,0.32,"Other","unclassified",NA,NA,NA
"76","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19003",1082223,"",NA,311987,"Va18A","19920227","","","","",NA,"",NA,400,"",40,NA,"",":Va18A;USA126:Ames 19003","","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19003","","","","Va18A",1,1,NA,0.55,"Other","unclassified",NA,NA,NA
"77","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19004",1082226,"",NA,311987,"Va21A","19920227","","","","",NA,"",NA,400,"Va Long Ear Syn.",40,NA,"",":Va21A;USA126:Ames 19004","","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19004","","","","Va21A",1,1,NA,0.52,"Other","unclassified",NA,NA,NA
"78","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","Ames 19005",1082227,"",NA,311987,"Va21C","19920227","","","","",NA,"",NA,400,"Va Long Ear Syn.",40,NA,"",":Va21C;USA126:Ames 19005","","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19005","","","","Va21C",1,1,NA,0.49,"Other","unclassified",NA,NA,NA
"79","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19006",1082230,"",NA,311987,"Va22B","19920227","","","","",NA,"",NA,400,"Va17 x C103 Backcross",40,NA,"",":Va22B;USA126:Ames 19006","","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19006","","","","Va22B",1,1,NA,0.53,"Other","non-stiff stalk",NA,NA,NA
"80","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19007",1082231,"",NA,311987,"Va23","19920227","","","","",NA,"",NA,400,"",40,NA,"",":Va23;USA126:Ames 19007","","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19007","","","","Va23",1,1,NA,0.63,"Other","unclassified",NA,NA,NA
"81","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19008",1082234,"",NA,311987,"Va24","19920227","","","","",NA,"",NA,400,"Va17 x Va36",40,NA,"",":Va24;USA126:Ames 19008;:id=72078;:V981-1;:V981-2;:V981-3","","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19008","","","","Va24",2,2,0.98,0.52,"Other","unclassified",NA,NA,NA
"82","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19009",1082235,"",NA,311987,"Va30","19920227","","","","",NA,"",NA,400,"(Va17 x Va36)Va17",40,NA,"",":Va30;USA126:Ames 19009;:id=69055","","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19009","","","","Va30",1,1,NA,0.56,"Other","unclassified",NA,NA,NA
"83","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19010",1082238,"",NA,311987,"Va37","19920227","","","","",NA,"",NA,400,"",40,NA,"",":Va37;USA126:Ames 19010","","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19010","","","","Va37",1,1,NA,0.55,"Other","unclassified",NA,NA,NA
"84","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","Ames 19011",1082239,"",NA,311987,"Va38","19920227","","","","",NA,"",NA,400,"VaCBS(S)C2",40,NA,"",":Va38;USA126:Ames 19011;:id=69057","","10",NA,NA,"","DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS","","Ames19011","","","","Va38",1,1,NA,0.6,"Other","unclassified",NA,NA,NA
